species.name,longitude,latitude
Onthophagus taurus,6.6539,43.6026
Onthophagus taurus,0.60399,44.94146
Onthophagus taurus,3.62227,43.83495
Onthophagus taurus,4.22887,45.57823
Onthophagus taurus,4.33413,45.5393
Onthophagus taurus,3.54387,43.75356
Onthophagus taurus,6.65718,43.57577
Onthophagus taurus,5.79405,43.56317
Onthophagus taurus,4.74414,45.33748
Onthophagus taurus,-3.531768,40.422535
Onthophagus taurus,-3.417819,41.0536
Onthophagus taurus,-3.508791,37.26865
Onthophagus taurus,-5.850068,39.487839
Onthophagus taurus,-6.126488,40.117748
Onthophagus taurus,-5.759003,40.120602
Onthophagus taurus,-5.766316,40.300579
Onthophagus taurus,-5.293028,40.220856
Onthophagus taurus,-2.258325,38.258842
Onthophagus taurus,-5.38755,39.380989
Onthophagus taurus,-5.65839,40.126431
Onthophagus taurus,-6.00168,40.138351
Onthophagus taurus,-5.85968,40.274269
Onthophagus taurus,-5.84668,40.118309
Onthophagus taurus,-5.8568,40.31757
Onthophagus taurus,-5.82204,40.330589
Onthophagus taurus,-6.09842,40.02417
Onthophagus taurus,6.338,43.142
Onthophagus taurus,-2.584827,41.053608
Onthophagus taurus,-4.466807,40.0541
Onthophagus taurus,-5.857455,39.66782
Onthophagus taurus,-6.958036,39.775059
Onthophagus taurus,-6.829992,40.133076
Onthophagus taurus,-2.368699,38.710087
Onthophagus taurus,-6.08454,40.113441
Onthophagus taurus,4.01288,43.79626
Onthophagus taurus,2.92385,43.05827
Onthophagus taurus,2.87884,43.31926
Onthophagus taurus,2.80685,42.75227
Onthophagus taurus,2.96886,42.57228
Onthophagus taurus,4.13889,43.63426
Onthophagus taurus,3.94988,43.85026
Onthophagus taurus,4.3459,43.54876
Onthophagus taurus,3.00485,42.75227
Onthophagus taurus,4.04888,43.65226
Onthophagus taurus,4.21089,43.87726
Onthophagus taurus,3.19385,43.62076
Onthophagus taurus,4.24689,43.67026
Onthophagus taurus,4.09388,43.83226
Onthophagus taurus,1.99682,42.95026
Onthophagus taurus,3.03185,43.20226
Onthophagus taurus,2.63134,42.54078
Onthophagus taurus,3.80588,43.50826
Onthophagus taurus,4.15689,43.85026
Onthophagus taurus,4.12089,43.64326
Onthophagus taurus,3.39186,44.07525
Onthophagus taurus,2.71684,42.86027
Onthophagus taurus,2.59084,42.54528
Onthophagus taurus,4.27389,43.68826
Onthophagus taurus,4.06688,44.08425
Onthophagus taurus,4.03088,43.78726
Onthophagus taurus,3.90488,43.59826
Onthophagus taurus,6.16397,43.14288
Onthophagus taurus,6.15497,43.10778
Onthophagus taurus,2.88785,42.60828
Onthophagus taurus,2.81155,42.99752
Onthophagus taurus,4.14789,43.76026
Onthophagus taurus,6.16487,43.10598
Onthophagus taurus,2.32983,42.57227
Onthophagus taurus,2.69885,42.54528
Onthophagus taurus,3.37385,44.13825
Onthophagus taurus,3.35586,43.61626
Onthophagus taurus,4.01288,43.73326
Onthophagus taurus,4.24689,44.13825
Onthophagus taurus,4.07589,43.61626
Onthophagus taurus,4.11188,43.85926
Onthophagus taurus,3.89138,43.51276
Onthophagus taurus,3.04086,42.55428
Onthophagus taurus,4.5259,43.96726
Onthophagus taurus,4.00388,43.76926
Onthophagus taurus,4.30089,43.64326
Onthophagus taurus,2.63134,42.56328
Onthophagus taurus,4.03088,43.84576
Onthophagus taurus,4.08488,43.90425
Onthophagus taurus,2.59084,42.65327
Onthophagus taurus,2.93285,42.83327
Onthophagus taurus,-27.30789,38.76055
Onthophagus taurus,-27.31362,38.75603
Onthophagus taurus,-27.31366,38.76504
Onthophagus taurus,-27.30211,38.75606
Onthophagus taurus,-3.652259,40.692181
Onthophagus taurus,-0.13394,39.937847
Onthophagus taurus,-1.497551,41.765129
Onthophagus taurus,-8.828409,38.89183
Onthophagus taurus,-8.335948,42.133228
Onthophagus taurus,-5.408215,43.370609
Onthophagus taurus,-3.185772,43.125683
