species.name,longitude,latitude
Euoniticellus intermedius,13.55,-15.066
Euoniticellus intermedius,15.188,-16.729
Euoniticellus intermedius,13.739444,-14.787778
Euoniticellus intermedius,16.597,-21.905
Euoniticellus intermedius,16.299,-21.909
Euoniticellus intermedius,17.117,-22.833
Euoniticellus intermedius,15.94,-19.808
Euoniticellus intermedius,24.449722,-27.072222
Euoniticellus intermedius,13.5,-14.917
Euoniticellus intermedius,13.405994,-15.004511
Euoniticellus intermedius,14.803611,-13.778333
Euoniticellus intermedius,31.4853,-24.0114
Euoniticellus intermedius,16.777,-22.606
Euoniticellus intermedius,17.988,-19.679
Euoniticellus intermedius,17.133,-22.75
Euoniticellus intermedius,16.051,-19.962
Euoniticellus intermedius,17.361,-22.308
Euoniticellus intermedius,35.666667,-15.5
Euoniticellus intermedius,34.1707,-14.3733
Euoniticellus intermedius,27.75,-23.666667
Euoniticellus intermedius,32.183333,-28.5
Euoniticellus intermedius,28.916667,-25.466667
Euoniticellus intermedius,32.2,-28.4
Euoniticellus intermedius,39.467,-3.867
Euoniticellus intermedius,36.966,-1.411
Euoniticellus intermedius,39.61,-4.184
Euoniticellus intermedius,37.467,-2.083
Euoniticellus intermedius,37.02,-1.468
Euoniticellus intermedius,38.771,-2.778
Euoniticellus intermedius,30.275,-21.867
Euoniticellus intermedius,38.117,-2.583
Euoniticellus intermedius,29.516667,-23.042222
Euoniticellus intermedius,30.011,-28.242
Euoniticellus intermedius,30.973,-24.091
Euoniticellus intermedius,23.114,-27.598
Euoniticellus intermedius,30.696,-20.885
Euoniticellus intermedius,36.426,-0.814
Euoniticellus intermedius,37.367,-2.017
Euoniticellus intermedius,27.933333,-25.616667
Euoniticellus intermedius,18.656,-27.875
Euoniticellus intermedius,22.713,-33.77
Euoniticellus intermedius,23.67,-30.101
Euoniticellus intermedius,24.817,-28.75
Euoniticellus intermedius,31.016667,-17.85
Euoniticellus intermedius,29.85,-21.947
Euoniticellus intermedius,34.773,-19.695
Euoniticellus intermedius,28.844,-20.269
Euoniticellus intermedius,28.658,-20.097
Euoniticellus intermedius,34.448,-18.738
Euoniticellus intermedius,32.623,-18.244
Euoniticellus intermedius,26.466667,-18.8
Euoniticellus intermedius,32.948333,-19.957778
Euoniticellus intermedius,28.333,-19.545
Euoniticellus intermedius,29.998333,-18.227778
Euoniticellus intermedius,30.454,-21.67
Euoniticellus intermedius,29.817,-19.45
Euoniticellus intermedius,32.767,-19.117
Euoniticellus intermedius,28.15,-19.88
Euoniticellus intermedius,30.942,-20.183
Euoniticellus intermedius,31.92,-18.223
Euoniticellus intermedius,32.883,-25.07
Euoniticellus intermedius,32.49,-20.152
Euoniticellus intermedius,29.923,-17.209
Euoniticellus intermedius,32.8,-19.55
Euoniticellus intermedius,29.813,-18.613
Euoniticellus intermedius,31.411,-20.026
Euoniticellus intermedius,27.546,-25.789
Euoniticellus intermedius,27.317,-33.204
Euoniticellus intermedius,28.589,-24.609
Euoniticellus intermedius,31.544,-23.653
Euoniticellus intermedius,27.338,-33.271
Euoniticellus intermedius,25.015,-26.379
Euoniticellus intermedius,26.929,-18.508
Euoniticellus intermedius,29.733,-21.561
Euoniticellus intermedius,34.767,-14.885
Euoniticellus intermedius,32.354,-18.969
Euoniticellus intermedius,27.467,-18.738
Euoniticellus intermedius,28.387,-19.687
Euoniticellus intermedius,32.663,-18.86
Euoniticellus intermedius,30.6075,-17.935833
Euoniticellus intermedius,26.048333,-25.544167
Euoniticellus intermedius,29.633333,-26.75
Euoniticellus intermedius,30.75,-24.9
Euoniticellus intermedius,35.066711,-15.783586
Euoniticellus intermedius,30,-22.276
Euoniticellus intermedius,31.783,-28.25
Euoniticellus intermedius,30.009,-22.41
Euoniticellus intermedius,27.378,-26.494
Euoniticellus intermedius,29.132,-24.146
Euoniticellus intermedius,26.718,-31.74
Euoniticellus intermedius,27.326,-27.243
Euoniticellus intermedius,25.352,-27.177
Euoniticellus intermedius,29.66,-22.887
Euoniticellus intermedius,24.137,-27.193
Euoniticellus intermedius,30.82,-25.457
Euoniticellus intermedius,26.382,-26.921
Euoniticellus intermedius,31.442,-22.976
Euoniticellus intermedius,26.022,-27.149
Euoniticellus intermedius,27.155,-33.231
Euoniticellus intermedius,29.57,-25.77
Euoniticellus intermedius,24.96,-27.06
Euoniticellus intermedius,31.567,-23.85
Euoniticellus intermedius,27.059,-30.047
Euoniticellus intermedius,25.793,-25.838
Euoniticellus intermedius,31.301,-22.413
Euoniticellus intermedius,29.579,-23.039
Euoniticellus intermedius,26.205,-25.567
Euoniticellus intermedius,29.93,-22.716
Euoniticellus intermedius,29.246,-24.065
Euoniticellus intermedius,28.411,-24.681
Euoniticellus intermedius,22.228,-34.048
Euoniticellus intermedius,29.604,-23.669
Euoniticellus intermedius,30.883333,-18.095
Euoniticellus intermedius,31.55,-18.183
Euoniticellus intermedius,32.648,-19.846
Euoniticellus intermedius,34.839,-19.844
Euoniticellus intermedius,31.85,-18.15
Euoniticellus intermedius,31.888611,-20.053056
Euoniticellus intermedius,30.653,-19.155
Euoniticellus intermedius,32.535,-18.977
Euoniticellus intermedius,30.696,-19.766
Euoniticellus intermedius,32.924444,-18.951389
Euoniticellus intermedius,30.603,-19.494
Euoniticellus intermedius,30.643,-20.34
Euoniticellus intermedius,34.072,-18.401
Euoniticellus intermedius,32.580556,-20.258889
Euoniticellus intermedius,32.367,-20.026
Euoniticellus intermedius,30.933,-20.283
Euoniticellus intermedius,31.283333,-17.888611
Euoniticellus intermedius,33.534,-19.189
Euoniticellus intermedius,31.25,-21.466667
Euoniticellus intermedius,31.366,-20.022
Euoniticellus intermedius,32.196,-18.835
Euoniticellus intermedius,30.871,-18.82
Euoniticellus intermedius,32.5,-19.4
Euoniticellus intermedius,34.413,-19.379
Euoniticellus intermedius,30.71,-20.843
Euoniticellus intermedius,30.795,-20.131
Euoniticellus intermedius,24.38,-29.35
Euoniticellus intermedius,30.612,-20.466
Euoniticellus intermedius,24.848,-34.04
Euoniticellus intermedius,26.478,-33.35
Euoniticellus intermedius,24.55,-32.3
Euoniticellus intermedius,24.55,-34.051
Euoniticellus intermedius,31.166667,-23.966667
Euoniticellus intermedius,27.093,-33.235
Euoniticellus intermedius,26.24,-29.108
Euoniticellus intermedius,29.53,-23.896
Euoniticellus intermedius,31.063,-23.921
Euoniticellus intermedius,32.033333,-28.133333
Euoniticellus intermedius,30.75,-27.333333
Euoniticellus intermedius,25.636111,-32.203611
Euoniticellus intermedius,27.384,-32.725
Euoniticellus intermedius,25.583,-33.967
Euoniticellus intermedius,28.317,-25.631
Euoniticellus intermedius,23.805,-33.805
Euoniticellus intermedius,25.597,-33.749
Euoniticellus intermedius,28.624,-31.766
Euoniticellus intermedius,26.3,-28.97
Euoniticellus intermedius,28.15,-32.333
Euoniticellus intermedius,26.195,-31.953
Euoniticellus intermedius,26.882,-28.659
Euoniticellus intermedius,27.315,-27.271
Euoniticellus intermedius,31.8,-28.333333
Euoniticellus intermedius,29.857,-23.929
Euoniticellus intermedius,29.667,-25.789
Euoniticellus intermedius,32.28,-28.13
Euoniticellus intermedius,30.675,-23.904
Euoniticellus intermedius,25.318,-32.671
Euoniticellus intermedius,27.08,-33.242
Euoniticellus intermedius,27.973,-32.866
Euoniticellus intermedius,30.705,-19.976
Euoniticellus intermedius,30.33,-25.75
Euoniticellus intermedius,32.562,-18.885
Euoniticellus intermedius,30.831,-18.581
Euoniticellus intermedius,32.783,-19.021
Euoniticellus intermedius,32.58,-19.23
Euoniticellus intermedius,32.571,-18.809
Euoniticellus intermedius,30.02,-22.11
Euoniticellus intermedius,30.9,-19.016667
Euoniticellus intermedius,32.589,-20.152
Euoniticellus intermedius,34.864,-19.842
Euoniticellus intermedius,26.7,-30.7
Euoniticellus intermedius,25.614444,-32.116944
Euoniticellus intermedius,32.558,-19.26
Euoniticellus intermedius,25.583,-32.717
Euoniticellus intermedius,28.316667,-32.1
Euoniticellus intermedius,21.949167,-32.854167
Euoniticellus intermedius,26.116667,-28.816667
Euoniticellus intermedius,31.833,-28.333
Euoniticellus intermedius,30.717,-24.933
Euoniticellus intermedius,26.74,-28.299
Euoniticellus intermedius,25.702,-32.201
Euoniticellus intermedius,32.12,-28.317
Euoniticellus intermedius,27.22,-27.778
Euoniticellus intermedius,32.185,-28.324
Euoniticellus intermedius,30.783,-25.099
Euoniticellus intermedius,29.754,-23.376
Euoniticellus intermedius,26.267,-32.017
Euoniticellus intermedius,29.69,-23.178
Euoniticellus intermedius,25.967,-33.45
Euoniticellus intermedius,24.961,-31.718
Euoniticellus intermedius,25.816,-32.826
Euoniticellus intermedius,30.633,-26.556
Euoniticellus intermedius,27.081,-30.269
Euoniticellus intermedius,23.363,-33.403
Euoniticellus intermedius,25.587,-32.808
Euoniticellus intermedius,25.694,-33.536
Euoniticellus intermedius,30.709,-26.697
Euoniticellus intermedius,25.767,-32.145
Euoniticellus intermedius,27.088,-28.233
Euoniticellus intermedius,31.6,-24.983
Euoniticellus intermedius,26.83,-30.97
Euoniticellus intermedius,26.72,-30.7
Euoniticellus intermedius,31.18,-25.148
Euoniticellus intermedius,19.25,-33.567
Euoniticellus intermedius,27.418,-25.789
Euoniticellus intermedius,30.746,-26.883
Euoniticellus intermedius,26.794,-31.921
Euoniticellus intermedius,25.125,-33.375
Euoniticellus intermedius,20.45,-34.05
Euoniticellus intermedius,29.779,-23.36
Euoniticellus intermedius,27.214,-33.047
Euoniticellus intermedius,18.967,-33.733
Euoniticellus intermedius,31.032,-24.746
Euoniticellus intermedius,30,-22.426
Euoniticellus intermedius,24.595,-29.054
Euoniticellus intermedius,29,-30.874
Euoniticellus intermedius,26.886,-31.705
Euoniticellus intermedius,24.55,-32.25
Euoniticellus intermedius,26.413,-33.396
Euoniticellus intermedius,32.05,-28.633
Euoniticellus intermedius,28.444,-31.92
Euoniticellus intermedius,32.183,-28.417
Euoniticellus intermedius,29.683333,-22.9
Euoniticellus intermedius,27.033333,-29.733333
Euoniticellus intermedius,28.666667,-24.466667
Euoniticellus intermedius,31.616667,-28.116667
Euoniticellus intermedius,32.183,-26.28
Euoniticellus intermedius,19.417,-34.217
Euoniticellus intermedius,31.05,-25.783
Euoniticellus intermedius,29.25,-24.3
Euoniticellus intermedius,27.452,-29.222
Euoniticellus intermedius,27.739,-25.725
Euoniticellus intermedius,32.3,-28.133333
